,Location type,ParentLocation,PM25 Value,Average PM25
1840,Country,Americas,8.85,23.53843492063492
1841,Country,Western Pacific,8.86,23.53843492063492
1842,Country,Americas,8.87,23.53843492063492
1843,Country,Americas,8.92,23.53843492063492
1844,Country,Americas,8.92,23.53843492063492
1845,Country,Western Pacific,8.93,23.53843492063492
1846,Country,Western Pacific,8.94,23.53843492063492
1847,Country,Americas,8.94,23.53843492063492
1848,Country,Europe,8.99,23.53843492063492
1849,Country,Eastern Mediterranean,83.5,23.53843492063492
1850,Country,Americas,9.01,23.53843492063492
1851,Country,Americas,9.01,23.53843492063492
1852,Country,Europe,9.13,23.53843492063492
1853,Country,Europe,9.21,23.53843492063492
1854,Country,Europe,9.22,23.53843492063492
1855,Country,Europe,9.23,23.53843492063492
1856,Country,Europe,9.3,23.53843492063492
1857,Country,Western Pacific,9.31,23.53843492063492
1858,Country,Western Pacific,9.31,23.53843492063492
1859,Country,Western Pacific,9.34,23.53843492063492
1860,Country,Americas,9.36,23.53843492063492
1861,Country,Europe,9.45,23.53843492063492
1862,Country,Americas,9.47,23.53843492063492
1863,Country,Americas,9.47,23.53843492063492
1864,Country,Europe,9.48,23.53843492063492
1865,Country,Americas,9.51,23.53843492063492
1866,Country,Americas,9.54,23.53843492063492
1867,Country,Europe,9.6,23.53843492063492
1868,Country,Europe,9.6,23.53843492063492
1869,Country,Europe,9.61,23.53843492063492
1870,Country,Americas,9.64,23.53843492063492
1871,Country,Western Pacific,9.65,23.53843492063492
1872,Country,Europe,9.71,23.53843492063492
1873,Country,Americas,9.73,23.53843492063492
1874,Country,Americas,9.74,23.53843492063492
1875,Country,Western Pacific,9.79,23.53843492063492
1876,Country,Western Pacific,9.8,23.53843492063492
1877,Country,Western Pacific,9.83,23.53843492063492
1878,Country,Europe,9.84,23.53843492063492
1879,Country,Africa,9.86,23.53843492063492
1880,Country,Europe,9.86,23.53843492063492
1881,Country,Europe,9.88,23.53843492063492
1882,Country,Europe,9.88,23.53843492063492
1883,Country,Europe,9.88,23.53843492063492
1884,Country,Americas,9.92,23.53843492063492
1885,Country,Europe,9.92,23.53843492063492
1886,Country,Europe,9.93,23.53843492063492
1887,Country,Americas,9.94,23.53843492063492
1888,Country,Europe,9.94,23.53843492063492
1889,Country,Eastern Mediterranean,92.57,23.53843492063492
1890,Country,Americas,10.03,23.53843492063492
1891,Country,Africa,10.04,23.53843492063492
1892,Country,Europe,10.05,23.53843492063492
1893,Country,Americas,10.06,23.53843492063492
1894,Country,Europe,10.09,23.53843492063492
1895,Country,Europe,10.2,23.53843492063492
1896,Country,Europe,10.21,23.53843492063492
1897,Country,Europe,10.23,23.53843492063492
1898,Country,Americas,10.24,23.53843492063492
1899,Country,Americas,10.25,23.53843492063492
1900,Country,Europe,10.31,23.53843492063492
1901,Country,Africa,10.35,23.53843492063492
1902,Country,Africa,10.35,23.53843492063492
1903,Country,Africa,10.39,23.53843492063492
1904,Country,Europe,10.43,23.53843492063492
1905,Country,Americas,10.5,23.53843492063492
1906,Country,Europe,10.55,23.53843492063492
1907,Country,Europe,10.55,23.53843492063492
1908,Country,Europe,10.55,23.53843492063492
1909,Country,Americas,10.61,23.53843492063492
1910,Country,Western Pacific,10.61,23.53843492063492
1911,Country,Americas,10.61,23.53843492063492
1912,Country,Americas,10.61,23.53843492063492
1913,Country,Europe,10.63,23.53843492063492
1914,Country,Europe,10.63,23.53843492063492
1915,Country,Western Pacific,10.68,23.53843492063492
1916,Country,Americas,10.71,23.53843492063492
1917,Country,Europe,10.72,23.53843492063492
1918,Country,Europe,10.79,23.53843492063492
1919,Country,Europe,10.85,23.53843492063492
1920,Country,Americas,10.87,23.53843492063492
1921,Country,Europe,10.9,23.53843492063492
1922,Country,Americas,10.91,23.53843492063492
1923,Country,Americas,10.95,23.53843492063492
1924,Country,Americas,10.95,23.53843492063492
1925,Country,Americas,10.96,23.53843492063492
1926,Country,Europe,10.98,23.53843492063492
1927,Country,Europe,10.99,23.53843492063492
1928,Country,Africa,11.0,23.53843492063492
1929,Country,Americas,11.01,23.53843492063492
1930,Country,Europe,11.02,23.53843492063492
1931,Country,Europe,11.03,23.53843492063492
1932,Country,Europe,11.05,23.53843492063492
1933,Country,Africa,11.06,23.53843492063492
1934,Country,Europe,11.09,23.53843492063492
1935,Country,Americas,11.14,23.53843492063492
1936,Country,Europe,11.16,23.53843492063492
1937,Country,Americas,11.21,23.53843492063492
1938,Country,Americas,11.27,23.53843492063492
1939,Country,Europe,11.29,23.53843492063492
1940,Country,Americas,11.29,23.53843492063492
1941,Country,Americas,11.29,23.53843492063492
1942,Country,Americas,11.3,23.53843492063492
1943,Country,Americas,11.33,23.53843492063492
1944,Country,Europe,11.34,23.53843492063492
1945,Country,Americas,11.34,23.53843492063492
1946,Country,Americas,11.36,23.53843492063492
1947,Country,Americas,11.37,23.53843492063492
1948,Country,Americas,11.38,23.53843492063492
1949,Country,Americas,11.4,23.53843492063492
1950,Country,Americas,11.41,23.53843492063492
1951,Country,Europe,11.42,23.53843492063492
1952,Country,Americas,11.42,23.53843492063492
1953,Country,Europe,11.46,23.53843492063492
1954,Country,Western Pacific,11.5,23.53843492063492
1955,Country,Europe,11.59,23.53843492063492
1956,Country,Europe,11.63,23.53843492063492
1957,Country,Europe,11.63,23.53843492063492
1958,Country,Europe,11.67,23.53843492063492
1959,Country,Europe,11.78,23.53843492063492
1960,Country,Europe,11.78,23.53843492063492
1961,Country,Americas,11.86,23.53843492063492
1962,Country,Western Pacific,11.89,23.53843492063492
1963,Country,Europe,11.91,23.53843492063492
1964,Country,Europe,11.92,23.53843492063492
1965,Country,Africa,11.98,23.53843492063492
1966,Country,Americas,11.98,23.53843492063492
1967,Country,Europe,11.98,23.53843492063492
1968,Country,Europe,12.03,23.53843492063492
1969,Country,Americas,12.03,23.53843492063492
1970,Country,South-East Asia,12.05,23.53843492063492
1971,Country,Europe,12.09,23.53843492063492
1972,Country,Europe,12.15,23.53843492063492
1973,Country,Americas,12.17,23.53843492063492
1974,Country,Americas,12.19,23.53843492063492
1975,Country,Western Pacific,12.2,23.53843492063492
1976,Country,Europe,12.26,23.53843492063492
1977,Country,South-East Asia,12.29,23.53843492063492
1978,Country,Europe,12.3,23.53843492063492
1979,Country,Europe,12.32,23.53843492063492
1980,Country,Europe,12.33,23.53843492063492
1981,Country,Africa,12.34,23.53843492063492
1982,Country,Americas,12.34,23.53843492063492
1983,Country,Europe,12.36,23.53843492063492
1984,Country,Africa,12.41,23.53843492063492
1985,Country,Europe,12.44,23.53843492063492
1986,Country,Western Pacific,12.47,23.53843492063492
1987,Country,Africa,12.51,23.53843492063492
1988,Country,South-East Asia,12.52,23.53843492063492
1989,Country,Africa,12.57,23.53843492063492
1990,Country,Europe,12.6,23.53843492063492
1991,Country,Europe,12.61,23.53843492063492
1992,Country,Europe,12.64,23.53843492063492
1993,Country,Africa,12.65,23.53843492063492
1994,Country,Europe,12.67,23.53843492063492
1995,Country,Americas,12.67,23.53843492063492
1996,Country,Europe,12.75,23.53843492063492
1997,Country,Africa,12.79,23.53843492063492
1998,Country,Europe,12.93,23.53843492063492
1999,Country,Americas,13.0,23.53843492063492
2000,Country,Americas,13.03,23.53843492063492
2001,Country,Europe,13.08,23.53843492063492
2002,Country,Europe,13.11,23.53843492063492
2003,Country,Africa,13.11,23.53843492063492
2004,Country,Europe,13.12,23.53843492063492
2005,Country,Africa,13.13,23.53843492063492
2006,Country,Africa,13.15,23.53843492063492
2007,Country,South-East Asia,13.16,23.53843492063492
2008,Country,Americas,13.16,23.53843492063492
2009,Country,Americas,13.17,23.53843492063492
2010,Country,South-East Asia,13.22,23.53843492063492
2011,Country,Africa,13.23,23.53843492063492
2012,Country,Americas,13.24,23.53843492063492
2013,Country,Europe,13.25,23.53843492063492
2014,Country,Europe,13.27,23.53843492063492
2015,Country,Europe,13.28,23.53843492063492
2016,Country,Americas,13.3,23.53843492063492
2017,Country,Americas,13.38,23.53843492063492
2018,Country,Eastern Mediterranean,13.4,23.53843492063492
2019,Country,Europe,13.46,23.53843492063492
2020,Country,Americas,13.47,23.53843492063492
2021,Country,Europe,13.49,23.53843492063492
2022,Country,Americas,13.52,23.53843492063492
2023,Country,Europe,13.59,23.53843492063492
2024,Country,Europe,13.61,23.53843492063492
2025,Country,Americas,13.71,23.53843492063492
2026,Country,Americas,13.72,23.53843492063492
2027,Country,Eastern Mediterranean,13.73,23.53843492063492
2028,Country,Eastern Mediterranean,13.76,23.53843492063492
2029,Country,Europe,13.91,23.53843492063492
2030,Country,Eastern Mediterranean,13.91,23.53843492063492
2031,Country,Africa,13.93,23.53843492063492
2032,Country,Americas,13.97,23.53843492063492
2033,Country,Africa,14.0,23.53843492063492
2034,Country,Americas,14.13,23.53843492063492
2035,Country,Eastern Mediterranean,14.15,23.53843492063492
2036,Country,Africa,14.16,23.53843492063492
2037,Country,Europe,14.16,23.53843492063492
2038,Country,Europe,14.22,23.53843492063492
2039,Country,Western Pacific,14.23,23.53843492063492
2040,Country,Western Pacific,14.23,23.53843492063492
2041,Country,Western Pacific,14.23,23.53843492063492
2042,Country,Africa,14.27,23.53843492063492
2043,Country,Americas,14.27,23.53843492063492
2044,Country,Americas,14.29,23.53843492063492
2045,Country,Eastern Mediterranean,14.29,23.53843492063492
2046,Country,Africa,14.29,23.53843492063492
2047,Country,Africa,14.29,23.53843492063492
2048,Country,Africa,14.3,23.53843492063492
2049,Country,Africa,14.33,23.53843492063492
2050,Country,Europe,14.37,23.53843492063492
2051,Country,Africa,14.41,23.53843492063492
2052,Country,Eastern Mediterranean,14.48,23.53843492063492
2053,Country,Americas,14.48,23.53843492063492
2054,Country,Africa,14.49,23.53843492063492
2055,Country,Eastern Mediterranean,14.5,23.53843492063492
2056,Country,Europe,14.54,23.53843492063492
2057,Country,Africa,14.55,23.53843492063492
2058,Country,Europe,14.6,23.53843492063492
2059,Country,Europe,14.63,23.53843492063492
2060,Country,Eastern Mediterranean,14.63,23.53843492063492
2061,Country,Africa,14.63,23.53843492063492
2062,Country,Africa,14.69,23.53843492063492
2063,Country,Americas,14.76,23.53843492063492
2064,Country,Africa,14.78,23.53843492063492
2065,Country,Africa,14.78,23.53843492063492
2066,Country,Americas,14.86,23.53843492063492
2067,Country,Americas,14.86,23.53843492063492
2068,Country,Europe,14.95,23.53843492063492
2069,Country,Americas,14.97,23.53843492063492
2070,Country,Europe,15.05,23.53843492063492
2071,Country,Africa,15.09,23.53843492063492
2072,Country,Americas,15.1,23.53843492063492
2073,Country,Africa,15.11,23.53843492063492
2074,Country,Eastern Mediterranean,15.14,23.53843492063492
2075,Country,Americas,15.19,23.53843492063492
2076,Country,Africa,15.2,23.53843492063492
2077,Country,Europe,15.2,23.53843492063492
2078,Country,Americas,15.29,23.53843492063492
2079,Country,Europe,15.32,23.53843492063492
2080,Country,Americas,15.37,23.53843492063492
2081,Country,Africa,15.39,23.53843492063492
2082,Country,Americas,15.44,23.53843492063492
2083,Country,Europe,15.45,23.53843492063492
2084,Country,Europe,15.48,23.53843492063492
2085,Country,Americas,15.51,23.53843492063492
2086,Country,Europe,15.57,23.53843492063492
2087,Country,Africa,15.6,23.53843492063492
2088,Country,Europe,15.71,23.53843492063492
2089,Country,Africa,15.73,23.53843492063492
2090,Country,Europe,15.73,23.53843492063492
2091,Country,Africa,15.82,23.53843492063492
2092,Country,Africa,15.82,23.53843492063492
2093,Country,Americas,15.84,23.53843492063492
2094,Country,Western Pacific,15.85,23.53843492063492
2095,Country,Africa,15.86,23.53843492063492
2096,Country,Americas,15.9,23.53843492063492
2097,Country,Africa,15.94,23.53843492063492
2098,Country,Americas,15.95,23.53843492063492
2099,Country,Africa,15.96,23.53843492063492
2100,Country,Africa,15.98,23.53843492063492
2101,Country,Europe,16.0,23.53843492063492
2102,Country,Africa,16.03,23.53843492063492
2103,Country,Americas,16.04,23.53843492063492
2104,Country,Europe,16.05,23.53843492063492
2105,Country,Europe,16.15,23.53843492063492
2106,Country,Americas,16.17,23.53843492063492
2107,Country,Africa,16.21,23.53843492063492
2108,Country,Africa,16.26,23.53843492063492
2109,Country,Europe,16.28,23.53843492063492
2110,Country,Europe,16.28,23.53843492063492
2111,Country,Americas,16.3,23.53843492063492
2112,Country,Europe,16.31,23.53843492063492
2113,Country,Americas,16.36,23.53843492063492
2114,Country,Europe,16.36,23.53843492063492
2115,Country,Africa,16.37,23.53843492063492
2116,Country,Western Pacific,16.38,23.53843492063492
2117,Country,Europe,16.4,23.53843492063492
2118,Country,Europe,16.41,23.53843492063492
2119,Country,Western Pacific,16.46,23.53843492063492
2120,Country,Africa,16.47,23.53843492063492
2121,Country,Americas,16.49,23.53843492063492
2122,Country,Americas,16.54,23.53843492063492
2123,Country,Americas,16.61,23.53843492063492
2124,Country,Europe,16.62,23.53843492063492
2125,Country,Europe,16.68,23.53843492063492
2126,Country,Africa,16.83,23.53843492063492
2127,Country,Africa,16.83,23.53843492063492
2128,Country,Western Pacific,16.84,23.53843492063492
2129,Country,Africa,16.91,23.53843492063492
2130,Country,Western Pacific,16.99,23.53843492063492
2131,Country,Europe,16.99,23.53843492063492
2132,Country,Africa,16.99,23.53843492063492
2133,Country,South-East Asia,17.01,23.53843492063492
2134,Country,Americas,17.05,23.53843492063492
2135,Country,Europe,17.07,23.53843492063492
2136,Country,Europe,17.08,23.53843492063492
2137,Country,Americas,17.12,23.53843492063492
2138,Country,Africa,17.14,23.53843492063492
2139,Country,South-East Asia,17.15,23.53843492063492
2140,Country,South-East Asia,17.15,23.53843492063492
2141,Country,Europe,17.22,23.53843492063492
2142,Country,Europe,17.24,23.53843492063492
2143,Country,Africa,17.28,23.53843492063492
2144,Country,Europe,17.29,23.53843492063492
2145,Country,South-East Asia,17.35,23.53843492063492
2146,Country,Americas,17.36,23.53843492063492
2147,Country,Africa,17.39,23.53843492063492
2148,Country,Western Pacific,17.4,23.53843492063492
2149,Country,Americas,17.49,23.53843492063492
2150,Country,Americas,17.52,23.53843492063492
2151,Country,Africa,17.53,23.53843492063492
2152,Country,Europe,17.57,23.53843492063492
2153,Country,Americas,17.63,23.53843492063492
2154,Country,Americas,17.63,23.53843492063492
2155,Country,Europe,17.66,23.53843492063492
2156,Country,Americas,17.7,23.53843492063492
2157,Country,Africa,17.75,23.53843492063492
2158,Country,Europe,17.75,23.53843492063492
2159,Country,Europe,17.81,23.53843492063492
2160,Country,Europe,17.96,23.53843492063492
2161,Country,Americas,17.96,23.53843492063492
2162,Country,Europe,17.99,23.53843492063492
2163,Country,Americas,18.0,23.53843492063492
2164,Country,Europe,18.03,23.53843492063492
2165,Country,Africa,18.09,23.53843492063492
2166,Country,Africa,18.1,23.53843492063492
2167,Country,Americas,18.16,23.53843492063492
2168,Country,Europe,18.2,23.53843492063492
2169,Country,Europe,18.22,23.53843492063492
2170,Country,Africa,18.25,23.53843492063492
2171,Country,Americas,18.3,23.53843492063492
2172,Country,South-East Asia,18.41,23.53843492063492
2173,Country,Africa,18.42,23.53843492063492
2174,Country,Europe,18.43,23.53843492063492
2175,Country,Americas,18.44,23.53843492063492
2176,Country,Europe,18.47,23.53843492063492
2177,Country,Africa,18.48,23.53843492063492
2178,Country,Europe,18.49,23.53843492063492
2179,Country,Americas,18.51,23.53843492063492
2180,Country,Americas,18.71,23.53843492063492
2181,Country,Americas,18.71,23.53843492063492
2182,Country,Europe,18.71,23.53843492063492
2183,Country,Europe,18.75,23.53843492063492
2184,Country,Africa,18.77,23.53843492063492
2185,Country,Europe,18.77,23.53843492063492
2186,Country,Europe,18.78,23.53843492063492
2187,Country,Western Pacific,18.81,23.53843492063492
2188,Country,South-East Asia,18.86,23.53843492063492
2189,Country,Africa,18.92,23.53843492063492
2190,Country,Europe,18.93,23.53843492063492
2191,Country,Europe,18.93,23.53843492063492
2192,Country,Americas,18.96,23.53843492063492
2193,Country,Western Pacific,18.98,23.53843492063492
2194,Country,Europe,19.01,23.53843492063492
2195,Country,Western Pacific,19.09,23.53843492063492
2196,Country,South-East Asia,19.1,23.53843492063492
2197,Country,Americas,19.19,23.53843492063492
2198,Country,Europe,19.26,23.53843492063492
2199,Country,Europe,19.3,23.53843492063492
2200,Country,Europe,19.32,23.53843492063492
2201,Country,Europe,19.35,23.53843492063492
2202,Country,Eastern Mediterranean,19.35,23.53843492063492
2203,Country,Americas,19.37,23.53843492063492
2204,Country,Africa,19.38,23.53843492063492
2205,Country,Americas,19.42,23.53843492063492
2206,Country,Europe,19.43,23.53843492063492
2207,Country,Americas,19.44,23.53843492063492
2208,Country,Europe,19.47,23.53843492063492
2209,Country,South-East Asia,19.49,23.53843492063492
2210,Country,South-East Asia,19.49,23.53843492063492
2211,Country,Africa,19.51,23.53843492063492
2212,Country,Europe,19.54,23.53843492063492
2213,Country,Western Pacific,19.66,23.53843492063492
2214,Country,Western Pacific,19.68,23.53843492063492
2215,Country,Europe,19.71,23.53843492063492
2216,Country,Americas,19.94,23.53843492063492
2217,Country,Africa,20.07,23.53843492063492
2218,Country,Western Pacific,20.1,23.53843492063492
2219,Country,Western Pacific,20.15,23.53843492063492
2220,Country,Europe,20.18,23.53843492063492
2221,Country,Europe,20.3,23.53843492063492
2222,Country,Western Pacific,20.38,23.53843492063492
2223,Country,Europe,20.39,23.53843492063492
2224,Country,South-East Asia,20.42,23.53843492063492
2225,Country,Americas,20.44,23.53843492063492
2226,Country,Africa,20.51,23.53843492063492
2227,Country,Europe,20.6,23.53843492063492
2228,Country,Western Pacific,20.64,23.53843492063492
2229,Country,Eastern Mediterranean,20.66,23.53843492063492
2230,Country,Americas,20.68,23.53843492063492
2231,Country,Africa,20.72,23.53843492063492
2232,Country,Africa,20.76,23.53843492063492
2233,Country,South-East Asia,20.76,23.53843492063492
2234,Country,Americas,20.81,23.53843492063492
2235,Country,Americas,20.85,23.53843492063492
2236,Country,Eastern Mediterranean,20.9,23.53843492063492
2237,Country,Europe,21.0,23.53843492063492
2238,Country,Europe,21.05,23.53843492063492
2239,Country,Europe,21.06,23.53843492063492
2240,Country,Americas,21.07,23.53843492063492
2241,Country,Americas,21.15,23.53843492063492
2242,Country,Americas,21.19,23.53843492063492
2243,Country,Africa,21.26,23.53843492063492
2244,Country,South-East Asia,21.26,23.53843492063492
2245,Country,Western Pacific,21.29,23.53843492063492
2246,Country,Africa,21.35,23.53843492063492
2247,Country,Europe,21.47,23.53843492063492
2248,Country,Africa,21.54,23.53843492063492
2249,Country,Americas,21.61,23.53843492063492
2250,Country,Western Pacific,21.62,23.53843492063492
2251,Country,Europe,21.63,23.53843492063492
2252,Country,Africa,21.64,23.53843492063492
2253,Country,Americas,21.65,23.53843492063492
2254,Country,Western Pacific,21.68,23.53843492063492
2255,Country,Europe,21.81,23.53843492063492
2256,Country,Americas,21.89,23.53843492063492
2257,Country,Eastern Mediterranean,21.9,23.53843492063492
2258,Country,Europe,21.96,23.53843492063492
2259,Country,Europe,21.98,23.53843492063492
2260,Country,Americas,22.0,23.53843492063492
2261,Country,Americas,22.03,23.53843492063492
2262,Country,Africa,22.06,23.53843492063492
2263,Country,South-East Asia,22.12,23.53843492063492
2264,Country,Africa,22.23,23.53843492063492
2265,Country,Eastern Mediterranean,22.28,23.53843492063492
2266,Country,Eastern Mediterranean,22.29,23.53843492063492
2267,Country,South-East Asia,22.3,23.53843492063492
2268,Country,Africa,22.4,23.53843492063492
2269,Country,Eastern Mediterranean,22.43,23.53843492063492
2270,Country,Western Pacific,22.44,23.53843492063492
2271,Country,Africa,22.45,23.53843492063492
2272,Country,Africa,22.45,23.53843492063492
2273,Country,Western Pacific,22.49,23.53843492063492
2274,Country,Africa,22.59,23.53843492063492
2275,Country,Africa,22.6,23.53843492063492
2276,Country,Western Pacific,22.64,23.53843492063492
2277,Country,Europe,22.66,23.53843492063492
2278,Country,Americas,22.69,23.53843492063492
2279,Country,Europe,22.7,23.53843492063492
2280,Country,Eastern Mediterranean,22.73,23.53843492063492
2281,Country,South-East Asia,22.77,23.53843492063492
2282,Country,Europe,22.78,23.53843492063492
2283,Country,Europe,22.79,23.53843492063492
2284,Country,Europe,22.89,23.53843492063492
2285,Country,Europe,22.98,23.53843492063492
2286,Country,South-East Asia,22.99,23.53843492063492
2287,Country,Europe,23.04,23.53843492063492
2288,Country,Americas,23.05,23.53843492063492
2289,Country,Europe,23.1,23.53843492063492
2290,Country,Europe,23.12,23.53843492063492
2291,Country,South-East Asia,23.12,23.53843492063492
2292,Country,Africa,23.14,23.53843492063492
2293,Country,Eastern Mediterranean,23.24,23.53843492063492
2294,Country,Africa,23.25,23.53843492063492
2295,Country,Europe,23.25,23.53843492063492
2296,Country,Africa,23.26,23.53843492063492
2297,Country,Africa,23.3,23.53843492063492
2298,Country,Africa,23.33,23.53843492063492
2299,Country,Africa,23.34,23.53843492063492
2300,Country,Africa,23.37,23.53843492063492
2301,Country,Western Pacific,23.38,23.53843492063492
2302,Country,Western Pacific,23.38,23.53843492063492
2303,Country,Americas,23.48,23.53843492063492
2304,Country,Americas,23.5,23.53843492063492
2305,Country,Americas,23.53,23.53843492063492
2306,Country,Eastern Mediterranean,23.53,23.53843492063492
2307,Country,South-East Asia,23.54,23.53843492063492
2308,Country,Africa,23.56,23.53843492063492
2309,Country,Eastern Mediterranean,23.59,23.53843492063492
2310,Country,Eastern Mediterranean,23.63,23.53843492063492
2311,Country,Eastern Mediterranean,23.72,23.53843492063492
2312,Country,Western Pacific,23.75,23.53843492063492
2313,Country,Eastern Mediterranean,23.8,23.53843492063492
2314,Country,Americas,23.82,23.53843492063492
2315,Country,Europe,23.82,23.53843492063492
2316,Country,Africa,23.85,23.53843492063492
2317,Country,South-East Asia,23.85,23.53843492063492
2318,Country,Africa,23.9,23.53843492063492
2319,Country,Europe,23.95,23.53843492063492
2320,Country,Western Pacific,24.01,23.53843492063492
2321,Country,Europe,24.02,23.53843492063492
2322,Country,Africa,24.13,23.53843492063492
2323,Country,Americas,24.17,23.53843492063492
2324,Country,Eastern Mediterranean,24.18,23.53843492063492
2325,Country,Americas,24.21,23.53843492063492
2326,Country,Africa,24.25,23.53843492063492
2327,Country,South-East Asia,24.29,23.53843492063492
2328,Country,South-East Asia,24.41,23.53843492063492
2329,Country,Eastern Mediterranean,24.46,23.53843492063492
2330,Country,Western Pacific,24.56,23.53843492063492
2331,Country,Eastern Mediterranean,24.58,23.53843492063492
2332,Country,Americas,24.58,23.53843492063492
2333,Country,Africa,24.63,23.53843492063492
2334,Country,Eastern Mediterranean,24.83,23.53843492063492
2335,Country,Eastern Mediterranean,24.86,23.53843492063492
2336,Country,Americas,24.94,23.53843492063492
2337,Country,Europe,24.95,23.53843492063492
2338,Country,Eastern Mediterranean,25.0,23.53843492063492
2339,Country,Americas,25.02,23.53843492063492
2340,Country,Europe,25.02,23.53843492063492
2341,Country,Africa,25.11,23.53843492063492
2342,Country,Eastern Mediterranean,25.12,23.53843492063492
2343,Country,Americas,25.12,23.53843492063492
2344,Country,Americas,25.14,23.53843492063492
2345,Country,Eastern Mediterranean,25.19,23.53843492063492
2346,Country,South-East Asia,25.27,23.53843492063492
2347,Country,Eastern Mediterranean,25.29,23.53843492063492
2348,Country,Africa,25.44,23.53843492063492
2349,Country,Americas,25.6,23.53843492063492
2350,Country,Europe,25.6,23.53843492063492
2351,Country,South-East Asia,25.64,23.53843492063492
2352,Country,Eastern Mediterranean,25.7,23.53843492063492
2353,Country,Eastern Mediterranean,25.8,23.53843492063492
2354,Country,Americas,25.81,23.53843492063492
2355,Country,Western Pacific,25.81,23.53843492063492
2356,Country,Eastern Mediterranean,25.86,23.53843492063492
2357,Country,Africa,25.9,23.53843492063492
2358,Country,South-East Asia,25.93,23.53843492063492
2359,Country,Western Pacific,26.0,23.53843492063492
2360,Country,Europe,26.01,23.53843492063492
2361,Country,Africa,26.03,23.53843492063492
2362,Country,Europe,26.06,23.53843492063492
2363,Country,Europe,26.09,23.53843492063492
2364,Country,Eastern Mediterranean,26.13,23.53843492063492
2365,Country,Western Pacific,26.16,23.53843492063492
2366,Country,Eastern Mediterranean,26.29,23.53843492063492
2367,Country,Africa,26.29,23.53843492063492
2368,Country,South-East Asia,26.3,23.53843492063492
2369,Country,Americas,26.34,23.53843492063492
2370,Country,Americas,26.36,23.53843492063492
2371,Country,Africa,26.4,23.53843492063492
2372,Country,South-East Asia,26.49,23.53843492063492
2373,Country,South-East Asia,26.56,23.53843492063492
2374,Country,Eastern Mediterranean,26.58,23.53843492063492
2375,Country,Africa,26.62,23.53843492063492
2376,Country,Africa,26.67,23.53843492063492
2377,Country,South-East Asia,26.7,23.53843492063492
2378,Country,Eastern Mediterranean,26.72,23.53843492063492
2379,Country,Americas,26.77,23.53843492063492
2380,Country,Americas,26.83,23.53843492063492
2381,Country,South-East Asia,26.83,23.53843492063492
2382,Country,Eastern Mediterranean,26.86,23.53843492063492
2383,Country,Western Pacific,26.86,23.53843492063492
2384,Country,Eastern Mediterranean,26.89,23.53843492063492
2385,Country,Europe,27.01,23.53843492063492
2386,Country,Europe,27.02,23.53843492063492
2387,Country,Europe,27.48,23.53843492063492
2388,Country,Africa,27.63,23.53843492063492
2389,Country,Africa,27.64,23.53843492063492
2390,Country,Africa,27.71,23.53843492063492
2391,Country,Europe,27.75,23.53843492063492
2392,Country,Eastern Mediterranean,27.76,23.53843492063492
2393,Country,Americas,27.76,23.53843492063492
2394,Country,Africa,27.9,23.53843492063492
2395,Country,Africa,27.94,23.53843492063492
2396,Country,Africa,28.0,23.53843492063492
2397,Country,Eastern Mediterranean,28.14,23.53843492063492
2398,Country,Eastern Mediterranean,28.16,23.53843492063492
2399,Country,Eastern Mediterranean,28.42,23.53843492063492
2400,Country,Europe,28.49,23.53843492063492
2401,Country,Africa,28.6,23.53843492063492
2402,Country,Africa,28.63,23.53843492063492
2403,Country,Africa,28.69,23.53843492063492
2404,Country,Europe,28.72,23.53843492063492
2405,Country,Africa,28.77,23.53843492063492
2406,Country,Eastern Mediterranean,28.82,23.53843492063492
2407,Country,Africa,28.91,23.53843492063492
2408,Country,Europe,29.04,23.53843492063492
2409,Country,Europe,29.22,23.53843492063492
2410,Country,Europe,29.23,23.53843492063492
2411,Country,Europe,29.26,23.53843492063492
2412,Country,Africa,29.32,23.53843492063492
2413,Country,Eastern Mediterranean,29.37,23.53843492063492
2414,Country,Africa,29.49,23.53843492063492
2415,Country,Europe,29.49,23.53843492063492
2416,Country,Europe,29.55,23.53843492063492
2417,Country,Africa,29.57,23.53843492063492
2418,Country,Eastern Mediterranean,29.81,23.53843492063492
2419,Country,Eastern Mediterranean,29.9,23.53843492063492
2420,Country,Africa,30.1,23.53843492063492
2421,Country,Americas,30.13,23.53843492063492
2422,Country,Eastern Mediterranean,30.28,23.53843492063492
2423,Country,Africa,30.31,23.53843492063492
2424,Country,Europe,30.34,23.53843492063492
2425,Country,Eastern Mediterranean,30.35,23.53843492063492
2426,Country,Africa,30.87,23.53843492063492
2427,Country,Americas,30.98,23.53843492063492
2428,Country,Africa,31.16,23.53843492063492
2429,Country,Europe,31.27,23.53843492063492
2430,Country,Africa,31.28,23.53843492063492
2431,Country,Africa,31.32,23.53843492063492
2432,Country,Europe,31.4,23.53843492063492
2433,Country,Europe,31.46,23.53843492063492
2434,Country,Africa,31.63,23.53843492063492
2435,Country,Eastern Mediterranean,31.68,23.53843492063492
2436,Country,Africa,31.76,23.53843492063492
2437,Country,Africa,32.18,23.53843492063492
2438,Country,Africa,32.29,23.53843492063492
2439,Country,Africa,32.35,23.53843492063492
2440,Country,Africa,32.59,23.53843492063492
2441,Country,Africa,32.64,23.53843492063492
2442,Country,Africa,32.64,23.53843492063492
2443,Country,Africa,32.66,23.53843492063492
2444,Country,Africa,32.69,23.53843492063492
2445,Country,Eastern Mediterranean,33.0,23.53843492063492
