,Location type,ParentLocation,PM25 Value,Average PM25
7518,Country,Americas,8.81,23.53843492063492
7519,Country,Americas,8.84,23.53843492063492
7520,Country,Americas,8.85,23.53843492063492
7521,Country,Europe,8.88,23.53843492063492
7522,Country,Europe,8.96,23.53843492063492
7523,Country,Western Pacific,8.99,23.53843492063492
7524,Country,Eastern Mediterranean,82.4,23.53843492063492
7525,Country,Europe,83.45,23.53843492063492
7526,Country,Americas,9.01,23.53843492063492
7527,Country,Americas,9.01,23.53843492063492
7528,Country,Americas,9.03,23.53843492063492
7529,Country,Americas,9.06,23.53843492063492
7530,Country,Americas,9.07,23.53843492063492
7531,Country,Americas,9.07,23.53843492063492
7532,Country,Western Pacific,9.14,23.53843492063492
7533,Country,Americas,9.17,23.53843492063492
7534,Country,Americas,9.21,23.53843492063492
7535,Country,Americas,9.23,23.53843492063492
7536,Country,Americas,9.32,23.53843492063492
7537,Country,Americas,9.32,23.53843492063492
7538,Country,Europe,9.43,23.53843492063492
7539,Country,Europe,9.43,23.53843492063492
7540,Country,Europe,9.43,23.53843492063492
7541,Country,Americas,9.44,23.53843492063492
7542,Country,Americas,9.55,23.53843492063492
7543,Country,Americas,9.6,23.53843492063492
7544,Country,Americas,9.61,23.53843492063492
7545,Country,Americas,9.63,23.53843492063492
7546,Country,Americas,9.65,23.53843492063492
7547,Country,Americas,9.66,23.53843492063492
7548,Country,Europe,9.7,23.53843492063492
7549,Country,Americas,9.71,23.53843492063492
7550,Country,Americas,9.73,23.53843492063492
7551,Country,Americas,9.75,23.53843492063492
7552,Country,Americas,9.78,23.53843492063492
7553,Country,Europe,9.79,23.53843492063492
7554,Country,Americas,9.92,23.53843492063492
7555,Country,Americas,9.92,23.53843492063492
7556,Country,Africa,9.97,23.53843492063492
7557,Country,Americas,9.97,23.53843492063492
7558,Country,Europe,9.97,23.53843492063492
7559,Country,Eastern Mediterranean,92.04,23.53843492063492
7560,Country,Americas,10.02,23.53843492063492
7561,Country,Europe,10.07,23.53843492063492
7562,Country,Americas,10.09,23.53843492063492
7563,Country,Americas,10.21,23.53843492063492
7564,Country,Americas,10.3,23.53843492063492
7565,Country,Africa,10.48,23.53843492063492
7566,Country,Europe,10.53,23.53843492063492
7567,Country,Africa,10.54,23.53843492063492
7568,Country,Africa,10.55,23.53843492063492
7569,Country,Americas,10.57,23.53843492063492
7570,Country,Europe,10.6,23.53843492063492
7571,Country,Europe,10.68,23.53843492063492
7572,Country,Europe,10.74,23.53843492063492
7573,Country,Europe,10.75,23.53843492063492
7574,Country,Europe,10.76,23.53843492063492
7575,Country,Americas,10.82,23.53843492063492
7576,Country,Europe,10.89,23.53843492063492
7577,Country,Europe,11.1,23.53843492063492
7578,Country,Americas,11.12,23.53843492063492
7579,Country,Europe,11.19,23.53843492063492
7580,Country,Africa,11.23,23.53843492063492
7581,Country,Europe,11.26,23.53843492063492
7582,Country,Europe,11.26,23.53843492063492
7583,Country,Europe,11.27,23.53843492063492
7584,Country,Africa,11.35,23.53843492063492
7585,Country,Europe,11.47,23.53843492063492
7586,Country,Europe,11.55,23.53843492063492
7587,Country,Europe,11.57,23.53843492063492
7588,Country,Americas,11.6,23.53843492063492
7589,Country,Europe,11.64,23.53843492063492
7590,Country,Europe,11.66,23.53843492063492
7591,Country,Europe,11.86,23.53843492063492
7592,Country,Europe,11.87,23.53843492063492
7593,Country,Europe,11.88,23.53843492063492
7594,Country,Americas,11.92,23.53843492063492
7595,Country,South-East Asia,11.92,23.53843492063492
7596,Country,Europe,11.97,23.53843492063492
7597,Country,Europe,12.02,23.53843492063492
7598,Country,Africa,12.1,23.53843492063492
7599,Country,Americas,12.11,23.53843492063492
7600,Country,Europe,12.13,23.53843492063492
7601,Country,Europe,12.13,23.53843492063492
7602,Country,Americas,12.16,23.53843492063492
7603,Country,South-East Asia,12.2,23.53843492063492
7604,Country,Europe,12.22,23.53843492063492
7605,Country,Americas,12.25,23.53843492063492
7606,Country,Africa,12.27,23.53843492063492
7607,Country,Europe,12.3,23.53843492063492
7608,Country,Europe,12.31,23.53843492063492
7609,Country,Americas,12.34,23.53843492063492
7610,Country,Europe,12.37,23.53843492063492
7611,Country,Europe,12.37,23.53843492063492
7612,Country,Europe,12.37,23.53843492063492
7613,Country,South-East Asia,12.38,23.53843492063492
7614,Country,Western Pacific,12.4,23.53843492063492
7615,Country,Western Pacific,12.41,23.53843492063492
7616,Country,Africa,12.43,23.53843492063492
7617,Country,Africa,12.53,23.53843492063492
7618,Country,Africa,12.57,23.53843492063492
7619,Country,Europe,12.63,23.53843492063492
7620,Country,Americas,12.71,23.53843492063492
7621,Country,Europe,12.76,23.53843492063492
7622,Country,Europe,12.77,23.53843492063492
7623,Country,Europe,12.77,23.53843492063492
7624,Country,Americas,12.78,23.53843492063492
7625,Country,Eastern Mediterranean,12.79,23.53843492063492
7626,Country,Africa,12.8,23.53843492063492
7627,Country,South-East Asia,12.88,23.53843492063492
7628,Country,Americas,12.88,23.53843492063492
7629,Country,Americas,12.89,23.53843492063492
7630,Country,Europe,12.91,23.53843492063492
7631,Country,Europe,12.93,23.53843492063492
7632,Country,Europe,12.98,23.53843492063492
7633,Country,Europe,13.0,23.53843492063492
7634,Country,Europe,13.09,23.53843492063492
7635,Country,Eastern Mediterranean,13.13,23.53843492063492
7636,Country,Europe,13.16,23.53843492063492
7637,Country,Americas,13.17,23.53843492063492
7638,Country,Americas,13.22,23.53843492063492
7639,Country,Africa,13.26,23.53843492063492
7640,Country,Africa,13.27,23.53843492063492
7641,Country,Eastern Mediterranean,13.28,23.53843492063492
7642,Country,Africa,13.3,23.53843492063492
7643,Country,South-East Asia,13.31,23.53843492063492
7644,Country,Western Pacific,13.41,23.53843492063492
7645,Country,Europe,13.41,23.53843492063492
7646,Country,Africa,13.42,23.53843492063492
7647,Country,Europe,13.44,23.53843492063492
7648,Country,Europe,13.44,23.53843492063492
7649,Country,Europe,13.44,23.53843492063492
7650,Country,Europe,13.44,23.53843492063492
7651,Country,Eastern Mediterranean,13.51,23.53843492063492
7652,Country,Africa,13.54,23.53843492063492
7653,Country,Americas,13.59,23.53843492063492
7654,Country,Europe,13.61,23.53843492063492
7655,Country,Eastern Mediterranean,13.65,23.53843492063492
7656,Country,Americas,13.68,23.53843492063492
7657,Country,Africa,13.69,23.53843492063492
7658,Country,Europe,13.71,23.53843492063492
7659,Country,Europe,13.72,23.53843492063492
7660,Country,Eastern Mediterranean,13.73,23.53843492063492
7661,Country,Europe,13.8,23.53843492063492
7662,Country,Africa,13.82,23.53843492063492
7663,Country,Africa,13.89,23.53843492063492
7664,Country,Africa,13.89,23.53843492063492
7665,Country,Western Pacific,13.91,23.53843492063492
7666,Country,Africa,14.0,23.53843492063492
7667,Country,Africa,14.08,23.53843492063492
7668,Country,Europe,14.1,23.53843492063492
7669,Country,Americas,14.1,23.53843492063492
7670,Country,Africa,14.12,23.53843492063492
7671,Country,Africa,14.21,23.53843492063492
7672,Country,Europe,14.26,23.53843492063492
7673,Country,Europe,14.27,23.53843492063492
7674,Country,Europe,14.29,23.53843492063492
7675,Country,Western Pacific,14.3,23.53843492063492
7676,Country,Europe,14.32,23.53843492063492
7677,Country,Europe,14.34,23.53843492063492
7678,Country,Europe,14.36,23.53843492063492
7679,Country,Europe,14.38,23.53843492063492
7680,Country,Europe,14.38,23.53843492063492
7681,Country,Europe,14.39,23.53843492063492
7682,Country,Europe,14.4,23.53843492063492
7683,Country,Africa,14.43,23.53843492063492
7684,Country,Eastern Mediterranean,14.46,23.53843492063492
7685,Country,Eastern Mediterranean,14.47,23.53843492063492
7686,Country,Americas,14.52,23.53843492063492
7687,Country,Africa,14.52,23.53843492063492
7688,Country,Eastern Mediterranean,14.6,23.53843492063492
7689,Country,Americas,14.63,23.53843492063492
7690,Country,Western Pacific,14.65,23.53843492063492
7691,Country,Africa,14.65,23.53843492063492
7692,Country,Europe,14.66,23.53843492063492
7693,Country,Africa,14.69,23.53843492063492
7694,Country,Africa,14.71,23.53843492063492
7695,Country,Europe,14.72,23.53843492063492
7696,Country,Americas,14.78,23.53843492063492
7697,Country,Americas,14.78,23.53843492063492
7698,Country,Americas,14.87,23.53843492063492
7699,Country,Americas,14.89,23.53843492063492
7700,Country,Europe,14.95,23.53843492063492
7701,Country,Americas,14.96,23.53843492063492
7702,Country,Europe,15.06,23.53843492063492
7703,Country,Eastern Mediterranean,15.1,23.53843492063492
7704,Country,Africa,15.11,23.53843492063492
7705,Country,Africa,15.17,23.53843492063492
7706,Country,Americas,15.19,23.53843492063492
7707,Country,Europe,15.19,23.53843492063492
7708,Country,Europe,15.28,23.53843492063492
7709,Country,Europe,15.3,23.53843492063492
7710,Country,Americas,15.31,23.53843492063492
7711,Country,Africa,15.33,23.53843492063492
7712,Country,Africa,15.33,23.53843492063492
7713,Country,Africa,15.33,23.53843492063492
7714,Country,Americas,15.36,23.53843492063492
7715,Country,Africa,15.39,23.53843492063492
7716,Country,Europe,15.42,23.53843492063492
7717,Country,Europe,15.52,23.53843492063492
7718,Country,Europe,15.52,23.53843492063492
7719,Country,Europe,15.53,23.53843492063492
7720,Country,Africa,15.54,23.53843492063492
7721,Country,Europe,15.66,23.53843492063492
7722,Country,Europe,15.67,23.53843492063492
7723,Country,Europe,15.74,23.53843492063492
7724,Country,Europe,15.75,23.53843492063492
7725,Country,Africa,15.8,23.53843492063492
7726,Country,Africa,15.83,23.53843492063492
7727,Country,Europe,15.85,23.53843492063492
7728,Country,Americas,15.89,23.53843492063492
7729,Country,Africa,15.93,23.53843492063492
7730,Country,Africa,15.96,23.53843492063492
7731,Country,Europe,15.99,23.53843492063492
7732,Country,Africa,16.06,23.53843492063492
7733,Country,Europe,16.08,23.53843492063492
7734,Country,Americas,16.09,23.53843492063492
7735,Country,Europe,16.09,23.53843492063492
7736,Country,Africa,16.11,23.53843492063492
7737,Country,Americas,16.11,23.53843492063492
7738,Country,Europe,16.11,23.53843492063492
7739,Country,Europe,16.12,23.53843492063492
7740,Country,Europe,16.12,23.53843492063492
7741,Country,Europe,16.15,23.53843492063492
7742,Country,Americas,16.15,23.53843492063492
7743,Country,Africa,16.25,23.53843492063492
7744,Country,Europe,16.29,23.53843492063492
7745,Country,Africa,16.31,23.53843492063492
7746,Country,Europe,16.46,23.53843492063492
7747,Country,Europe,16.48,23.53843492063492
7748,Country,Africa,16.53,23.53843492063492
7749,Country,Western Pacific,16.54,23.53843492063492
7750,Country,Western Pacific,16.54,23.53843492063492
7751,Country,Western Pacific,16.54,23.53843492063492
7752,Country,Europe,16.55,23.53843492063492
7753,Country,Western Pacific,16.55,23.53843492063492
7754,Country,Africa,16.59,23.53843492063492
7755,Country,Africa,16.65,23.53843492063492
7756,Country,Europe,16.66,23.53843492063492
7757,Country,Americas,16.7,23.53843492063492
7758,Country,Americas,16.73,23.53843492063492
7759,Country,Americas,16.74,23.53843492063492
7760,Country,Europe,16.76,23.53843492063492
7761,Country,Africa,16.79,23.53843492063492
7762,Country,Americas,16.79,23.53843492063492
7763,Country,Western Pacific,16.89,23.53843492063492
7764,Country,Americas,16.93,23.53843492063492
7765,Country,Western Pacific,16.97,23.53843492063492
7766,Country,Europe,17.05,23.53843492063492
7767,Country,Africa,17.09,23.53843492063492
7768,Country,Americas,17.1,23.53843492063492
7769,Country,Americas,17.23,23.53843492063492
7770,Country,Africa,17.24,23.53843492063492
7771,Country,Africa,17.27,23.53843492063492
7772,Country,Africa,17.27,23.53843492063492
7773,Country,Europe,17.29,23.53843492063492
7774,Country,Europe,17.29,23.53843492063492
7775,Country,Europe,17.29,23.53843492063492
7776,Country,Western Pacific,17.31,23.53843492063492
7777,Country,Europe,17.31,23.53843492063492
7778,Country,Africa,17.33,23.53843492063492
7779,Country,Europe,17.35,23.53843492063492
7780,Country,Europe,17.39,23.53843492063492
7781,Country,Africa,17.41,23.53843492063492
7782,Country,Americas,17.42,23.53843492063492
7783,Country,South-East Asia,17.53,23.53843492063492
7784,Country,Europe,17.55,23.53843492063492
7785,Country,Western Pacific,17.57,23.53843492063492
7786,Country,Europe,17.57,23.53843492063492
7787,Country,Africa,17.64,23.53843492063492
7788,Country,Europe,17.72,23.53843492063492
7789,Country,Africa,17.73,23.53843492063492
7790,Country,Africa,17.74,23.53843492063492
7791,Country,Americas,17.76,23.53843492063492
7792,Country,Europe,17.77,23.53843492063492
7793,Country,Europe,17.81,23.53843492063492
7794,Country,Western Pacific,17.84,23.53843492063492
7795,Country,Americas,17.85,23.53843492063492
7796,Country,Europe,17.9,23.53843492063492
7797,Country,Americas,17.94,23.53843492063492
7798,Country,South-East Asia,17.95,23.53843492063492
7799,Country,Europe,18.0,23.53843492063492
7800,Country,Europe,18.1,23.53843492063492
7801,Country,Americas,18.23,23.53843492063492
7802,Country,Africa,18.49,23.53843492063492
7803,Country,Africa,18.49,23.53843492063492
7804,Country,Americas,18.54,23.53843492063492
7805,Country,Europe,18.59,23.53843492063492
7806,Country,Africa,18.67,23.53843492063492
7807,Country,Europe,18.68,23.53843492063492
7808,Country,Europe,18.7,23.53843492063492
7809,Country,Europe,18.76,23.53843492063492
7810,Country,Africa,18.78,23.53843492063492
7811,Country,Africa,18.84,23.53843492063492
7812,Country,Africa,18.85,23.53843492063492
7813,Country,Africa,18.86,23.53843492063492
7814,Country,South-East Asia,18.93,23.53843492063492
7815,Country,South-East Asia,18.93,23.53843492063492
7816,Country,South-East Asia,19.08,23.53843492063492
7817,Country,South-East Asia,19.12,23.53843492063492
7818,Country,Americas,19.18,23.53843492063492
7819,Country,Americas,19.18,23.53843492063492
7820,Country,Europe,19.22,23.53843492063492
7821,Country,Western Pacific,19.25,23.53843492063492
7822,Country,Africa,19.25,23.53843492063492
7823,Country,Eastern Mediterranean,19.29,23.53843492063492
7824,Country,Europe,19.35,23.53843492063492
7825,Country,Western Pacific,19.38,23.53843492063492
7826,Country,Europe,19.55,23.53843492063492
7827,Country,South-East Asia,19.57,23.53843492063492
7828,Country,Europe,19.58,23.53843492063492
7829,Country,Western Pacific,19.6,23.53843492063492
7830,Country,Europe,19.63,23.53843492063492
7831,Country,South-East Asia,19.63,23.53843492063492
7832,Country,Americas,19.7,23.53843492063492
7833,Country,Europe,19.79,23.53843492063492
7834,Country,South-East Asia,19.86,23.53843492063492
7835,Country,Africa,19.87,23.53843492063492
7836,Country,Europe,19.94,23.53843492063492
7837,Country,Europe,20.06,23.53843492063492
7838,Country,Europe,20.1,23.53843492063492
7839,Country,Americas,20.19,23.53843492063492
7840,Country,Western Pacific,20.19,23.53843492063492
7841,Country,Americas,20.21,23.53843492063492
7842,Country,Europe,20.21,23.53843492063492
7843,Country,Americas,20.22,23.53843492063492
7844,Country,Americas,20.24,23.53843492063492
7845,Country,Europe,20.28,23.53843492063492
7846,Country,Europe,20.29,23.53843492063492
7847,Country,Western Pacific,20.3,23.53843492063492
7848,Country,Americas,20.38,23.53843492063492
7849,Country,Americas,20.43,23.53843492063492
7850,Country,Africa,20.44,23.53843492063492
7851,Country,Africa,20.46,23.53843492063492
7852,Country,Europe,20.52,23.53843492063492
7853,Country,Europe,20.55,23.53843492063492
7854,Country,Europe,20.62,23.53843492063492
7855,Country,Western Pacific,20.67,23.53843492063492
7856,Country,Africa,20.68,23.53843492063492
7857,Country,Americas,20.69,23.53843492063492
7858,Country,Americas,20.71,23.53843492063492
7859,Country,Europe,20.73,23.53843492063492
7860,Country,South-East Asia,20.73,23.53843492063492
7861,Country,Eastern Mediterranean,20.78,23.53843492063492
7862,Country,Europe,20.8,23.53843492063492
7863,Country,Europe,20.8,23.53843492063492
7864,Country,Eastern Mediterranean,20.83,23.53843492063492
7865,Country,Africa,20.88,23.53843492063492
7866,Country,Western Pacific,20.88,23.53843492063492
7867,Country,Americas,20.95,23.53843492063492
7868,Country,Eastern Mediterranean,21.0,23.53843492063492
7869,Country,Western Pacific,21.04,23.53843492063492
7870,Country,Western Pacific,21.11,23.53843492063492
7871,Country,Europe,21.11,23.53843492063492
7872,Country,Africa,21.16,23.53843492063492
7873,Country,Eastern Mediterranean,21.23,23.53843492063492
7874,Country,South-East Asia,21.23,23.53843492063492
7875,Country,Americas,21.28,23.53843492063492
7876,Country,Americas,21.31,23.53843492063492
7877,Country,Europe,21.33,23.53843492063492
7878,Country,South-East Asia,21.38,23.53843492063492
7879,Country,Americas,21.41,23.53843492063492
7880,Country,Africa,21.43,23.53843492063492
7881,Country,Europe,21.5,23.53843492063492
7882,Country,Europe,21.5,23.53843492063492
7883,Country,Africa,21.52,23.53843492063492
7884,Country,Africa,21.53,23.53843492063492
7885,Country,Africa,21.56,23.53843492063492
7886,Country,Americas,21.58,23.53843492063492
7887,Country,Europe,21.59,23.53843492063492
7888,Country,Europe,21.63,23.53843492063492
7889,Country,Europe,21.65,23.53843492063492
7890,Country,Europe,21.68,23.53843492063492
7891,Country,Americas,21.73,23.53843492063492
7892,Country,Africa,21.76,23.53843492063492
7893,Country,Africa,21.78,23.53843492063492
7894,Country,Europe,21.82,23.53843492063492
7895,Country,Africa,21.83,23.53843492063492
7896,Country,Europe,21.86,23.53843492063492
7897,Country,Western Pacific,21.88,23.53843492063492
7898,Country,Americas,21.93,23.53843492063492
7899,Country,Europe,21.95,23.53843492063492
7900,Country,Africa,21.97,23.53843492063492
7901,Country,Eastern Mediterranean,21.98,23.53843492063492
7902,Country,Europe,22.06,23.53843492063492
7903,Country,Europe,22.07,23.53843492063492
7904,Country,Africa,22.08,23.53843492063492
7905,Country,Western Pacific,22.11,23.53843492063492
7906,Country,Western Pacific,22.13,23.53843492063492
7907,Country,Eastern Mediterranean,22.19,23.53843492063492
7908,Country,Africa,22.22,23.53843492063492
7909,Country,South-East Asia,22.27,23.53843492063492
7910,Country,Africa,22.29,23.53843492063492
7911,Country,Europe,22.33,23.53843492063492
7912,Country,Europe,22.34,23.53843492063492
7913,Country,Americas,22.37,23.53843492063492
7914,Country,Africa,22.38,23.53843492063492
7915,Country,Europe,22.46,23.53843492063492
7916,Country,Africa,22.47,23.53843492063492
7917,Country,South-East Asia,22.48,23.53843492063492
7918,Country,Americas,22.5,23.53843492063492
7919,Country,Eastern Mediterranean,22.61,23.53843492063492
7920,Country,Europe,22.66,23.53843492063492
7921,Country,Africa,22.72,23.53843492063492
7922,Country,Africa,22.72,23.53843492063492
7923,Country,Africa,22.74,23.53843492063492
7924,Country,Europe,22.77,23.53843492063492
7925,Country,Eastern Mediterranean,22.84,23.53843492063492
7926,Country,Europe,22.85,23.53843492063492
7927,Country,Europe,22.92,23.53843492063492
7928,Country,Western Pacific,22.99,23.53843492063492
7929,Country,Europe,23.0,23.53843492063492
7930,Country,Europe,23.01,23.53843492063492
7931,Country,Europe,23.01,23.53843492063492
7932,Country,Africa,23.08,23.53843492063492
7933,Country,Europe,23.1,23.53843492063492
7934,Country,Western Pacific,23.2,23.53843492063492
7935,Country,South-East Asia,23.21,23.53843492063492
7936,Country,Western Pacific,23.21,23.53843492063492
7937,Country,Africa,23.21,23.53843492063492
7938,Country,Europe,23.22,23.53843492063492
7939,Country,Europe,23.22,23.53843492063492
7940,Country,Europe,23.28,23.53843492063492
7941,Country,Europe,23.29,23.53843492063492
7942,Country,Eastern Mediterranean,23.34,23.53843492063492
7943,Country,Eastern Mediterranean,23.35,23.53843492063492
7944,Country,Europe,23.38,23.53843492063492
7945,Country,Europe,23.39,23.53843492063492
7946,Country,Eastern Mediterranean,23.4,23.53843492063492
7947,Country,Europe,23.41,23.53843492063492
7948,Country,Europe,23.41,23.53843492063492
7949,Country,Africa,23.42,23.53843492063492
7950,Country,Eastern Mediterranean,23.47,23.53843492063492
7951,Country,Europe,23.47,23.53843492063492
7952,Country,South-East Asia,23.51,23.53843492063492
7953,Country,Americas,23.53,23.53843492063492
7954,Country,Eastern Mediterranean,23.54,23.53843492063492
7955,Country,Africa,23.57,23.53843492063492
7956,Country,Europe,23.66,23.53843492063492
7957,Country,Europe,23.71,23.53843492063492
7958,Country,Eastern Mediterranean,23.77,23.53843492063492
7959,Country,Europe,23.77,23.53843492063492
7960,Country,Africa,23.82,23.53843492063492
7961,Country,South-East Asia,23.9,23.53843492063492
7962,Country,Europe,23.93,23.53843492063492
7963,Country,Africa,23.94,23.53843492063492
7964,Country,Western Pacific,23.97,23.53843492063492
7965,Country,Africa,23.98,23.53843492063492
7966,Country,Western Pacific,24.01,23.53843492063492
7967,Country,Eastern Mediterranean,24.03,23.53843492063492
7968,Country,South-East Asia,24.11,23.53843492063492
7969,Country,South-East Asia,24.16,23.53843492063492
7970,Country,Americas,24.29,23.53843492063492
7971,Country,Europe,24.29,23.53843492063492
7972,Country,Americas,24.31,23.53843492063492
7973,Country,Americas,24.35,23.53843492063492
7974,Country,Africa,24.38,23.53843492063492
7975,Country,Eastern Mediterranean,24.48,23.53843492063492
7976,Country,Eastern Mediterranean,24.5,23.53843492063492
7977,Country,South-East Asia,24.58,23.53843492063492
7978,Country,Eastern Mediterranean,24.58,23.53843492063492
7979,Country,Eastern Mediterranean,24.62,23.53843492063492
7980,Country,Eastern Mediterranean,24.62,23.53843492063492
7981,Country,Eastern Mediterranean,24.63,23.53843492063492
7982,Country,Eastern Mediterranean,24.65,23.53843492063492
7983,Country,Africa,24.67,23.53843492063492
7984,Country,Africa,24.69,23.53843492063492
7985,Country,Americas,24.7,23.53843492063492
7986,Country,Europe,24.71,23.53843492063492
7987,Country,Western Pacific,24.83,23.53843492063492
7988,Country,Americas,24.84,23.53843492063492
7989,Country,Americas,24.88,23.53843492063492
7990,Country,Africa,24.93,23.53843492063492
7991,Country,Eastern Mediterranean,24.97,23.53843492063492
7992,Country,South-East Asia,25.02,23.53843492063492
7993,Country,Americas,25.06,23.53843492063492
7994,Country,Europe,25.11,23.53843492063492
7995,Country,Europe,25.15,23.53843492063492
7996,Country,Africa,25.15,23.53843492063492
7997,Country,Americas,25.17,23.53843492063492
7998,Country,Europe,25.19,23.53843492063492
7999,Country,Western Pacific,25.2,23.53843492063492
8000,Country,Americas,25.22,23.53843492063492
8001,Country,Americas,25.28,23.53843492063492
8002,Country,Americas,25.28,23.53843492063492
8003,Country,Eastern Mediterranean,25.34,23.53843492063492
8004,Country,Africa,25.37,23.53843492063492
8005,Country,Europe,25.46,23.53843492063492
8006,Country,Europe,25.51,23.53843492063492
8007,Country,Eastern Mediterranean,25.54,23.53843492063492
8008,Country,Eastern Mediterranean,25.59,23.53843492063492
8009,Country,Americas,25.69,23.53843492063492
8010,Country,Americas,25.83,23.53843492063492
8011,Country,South-East Asia,25.87,23.53843492063492
8012,Country,Africa,25.88,23.53843492063492
8013,Country,Eastern Mediterranean,25.93,23.53843492063492
8014,Country,Europe,25.93,23.53843492063492
8015,Country,Europe,25.98,23.53843492063492
8016,Country,Americas,26.26,23.53843492063492
8017,Country,Europe,26.26,23.53843492063492
8018,Country,Africa,26.27,23.53843492063492
8019,Country,Americas,26.3,23.53843492063492
8020,Country,South-East Asia,26.3,23.53843492063492
8021,Country,Eastern Mediterranean,26.38,23.53843492063492
8022,Country,Eastern Mediterranean,26.42,23.53843492063492
8023,Country,Africa,26.49,23.53843492063492
8024,Country,Eastern Mediterranean,26.51,23.53843492063492
8025,Country,Eastern Mediterranean,26.62,23.53843492063492
8026,Country,Europe,26.63,23.53843492063492
8027,Country,South-East Asia,26.64,23.53843492063492
8028,Country,Eastern Mediterranean,26.73,23.53843492063492
8029,Country,Africa,26.73,23.53843492063492
8030,Country,Eastern Mediterranean,26.75,23.53843492063492
8031,Country,Americas,26.85,23.53843492063492
8032,Country,South-East Asia,26.91,23.53843492063492
8033,Country,Western Pacific,27.01,23.53843492063492
8034,Country,Europe,27.02,23.53843492063492
8035,Country,Europe,27.21,23.53843492063492
8036,Country,Americas,27.32,23.53843492063492
8037,Country,Americas,27.38,23.53843492063492
8038,Country,Africa,27.39,23.53843492063492
8039,Country,South-East Asia,27.41,23.53843492063492
8040,Country,Americas,27.46,23.53843492063492
8041,Country,Americas,27.46,23.53843492063492
8042,Country,Africa,27.61,23.53843492063492
8043,Country,Eastern Mediterranean,27.66,23.53843492063492
8044,Country,Africa,27.7,23.53843492063492
8045,Country,South-East Asia,27.74,23.53843492063492
8046,Country,Europe,27.77,23.53843492063492
8047,Country,Africa,27.78,23.53843492063492
8048,Country,Americas,28.0,23.53843492063492
8049,Country,Africa,28.03,23.53843492063492
8050,Country,Europe,28.08,23.53843492063492
8051,Country,Africa,28.1,23.53843492063492
8052,Country,Africa,28.24,23.53843492063492
8053,Country,Americas,28.31,23.53843492063492
8054,Country,Africa,28.33,23.53843492063492
8055,Country,Europe,28.47,23.53843492063492
8056,Country,Americas,28.47,23.53843492063492
8057,Country,Africa,28.48,23.53843492063492
8058,Country,Africa,28.54,23.53843492063492
8059,Country,Africa,28.56,23.53843492063492
8060,Country,Africa,28.59,23.53843492063492
8061,Country,Eastern Mediterranean,28.6,23.53843492063492
8062,Country,Europe,28.7,23.53843492063492
8063,Country,Americas,28.73,23.53843492063492
8064,Country,Eastern Mediterranean,28.77,23.53843492063492
8065,Country,Eastern Mediterranean,28.98,23.53843492063492
8066,Country,Americas,29.06,23.53843492063492
8067,Country,Eastern Mediterranean,29.08,23.53843492063492
8068,Country,South-East Asia,29.09,23.53843492063492
8069,Country,Africa,29.21,23.53843492063492
8070,Country,Eastern Mediterranean,29.31,23.53843492063492
8071,Country,Eastern Mediterranean,29.32,23.53843492063492
8072,Country,Western Pacific,29.35,23.53843492063492
8073,Country,Europe,29.42,23.53843492063492
8074,Country,South-East Asia,29.45,23.53843492063492
8075,Country,Europe,29.45,23.53843492063492
8076,Country,Eastern Mediterranean,29.61,23.53843492063492
8077,Country,Europe,29.69,23.53843492063492
8078,Country,Western Pacific,29.7,23.53843492063492
8079,Country,Western Pacific,29.79,23.53843492063492
8080,Country,Africa,29.81,23.53843492063492
8081,Country,Western Pacific,30.17,23.53843492063492
8082,Country,Africa,30.39,23.53843492063492
8083,Country,Americas,30.47,23.53843492063492
8084,Country,Americas,30.5,23.53843492063492
8085,Country,Africa,30.5,23.53843492063492
8086,Country,Africa,30.52,23.53843492063492
8087,Country,Africa,30.55,23.53843492063492
8088,Country,Europe,30.68,23.53843492063492
8089,Country,Africa,30.7,23.53843492063492
8090,Country,Europe,30.77,23.53843492063492
8091,Country,Americas,30.81,23.53843492063492
8092,Country,Eastern Mediterranean,31.02,23.53843492063492
8093,Country,Africa,31.06,23.53843492063492
8094,Country,Europe,31.14,23.53843492063492
8095,Country,Africa,31.23,23.53843492063492
8096,Country,Africa,31.24,23.53843492063492
8097,Country,Americas,31.24,23.53843492063492
8098,Country,Eastern Mediterranean,31.33,23.53843492063492
8099,Country,Africa,31.37,23.53843492063492
8100,Country,Africa,31.42,23.53843492063492
8101,Country,Africa,31.49,23.53843492063492
8102,Country,Africa,31.5,23.53843492063492
8103,Country,Africa,31.51,23.53843492063492
8104,Country,Europe,31.53,23.53843492063492
8105,Country,Africa,31.62,23.53843492063492
8106,Country,Africa,32.05,23.53843492063492
8107,Country,Europe,32.13,23.53843492063492
8108,Country,Africa,32.15,23.53843492063492
8109,Country,Europe,32.19,23.53843492063492
8110,Country,Africa,32.32,23.53843492063492
8111,Country,Africa,32.39,23.53843492063492
8112,Country,Africa,32.52,23.53843492063492
8113,Country,Africa,32.58,23.53843492063492
8114,Country,Eastern Mediterranean,32.75,23.53843492063492
8115,Country,Africa,33.2,23.53843492063492
8116,Country,Europe,33.39,23.53843492063492
8117,Country,Africa,33.44,23.53843492063492
8118,Country,Europe,33.45,23.53843492063492
8119,Country,Europe,33.48,23.53843492063492
8120,Country,Africa,33.79,23.53843492063492
8121,Country,Europe,33.92,23.53843492063492
8122,Country,Africa,34.03,23.53843492063492
8123,Country,Africa,34.03,23.53843492063492
